chave_produto,praca,pontos,alcance,impactos,frequencia
PR36963,SP,1,1015301,1877341,1.849048258266484
PR37411,SP,1,986694,1834016,1.8587475743253312
PR37412,SP,1,986680,1834014,1.858772338504907
PR35971,SP,1,894336,1810667,2.0245935626442697
PR35168,SP,1,954811,1764832,1.8483578850840094
PR35167,SP,1,954816,1764829,1.8483445251362836
PR35042,SP,1,681484,1762215,2.5858499392502248
PR35193,SP,1,868197,1711919,1.9718096472135973
PR35172,SP,1,868201,1711918,1.9717980309623642
PR35171,SP,1,868191,1711917,1.9718197775798108
PR35194,SP,1,868196,1711913,1.9718035562262892
PR37413,SP,1,926834,1701209,1.8355051282983321
PR37057,SP,1,786182,1678096,2.1344873811775287
PR37056,SP,1,786181,1678094,2.1344857823568306
PR37058,SP,1,786183,1678090,2.1344764290487794
PR34970,SP,1,692498,1672575,2.415276149335466
PR34969,SP,1,692495,1672569,2.4152769375401033
PR35212,SP,1,863436,1669939,1.9340631568921332
PR35143,SP,1,852037,1669079,1.958926765191193
PR36604,SP,1,889732,1667185,1.8738056732941308
PR36605,SP,1,889716,1667167,1.8738178149435583
PR38129,SP,1,890514,1659756,1.8638171406143305
PR38128,SP,1,890520,1659751,1.8638005802497286
PR38130,SP,1,890527,1659751,1.8637850171130044
PR35966,SP,1,881145,1655062,1.8783081200166856
PR35967,SP,1,881141,1655051,1.878304711624078
PR36606,SP,1,933999,1639529,1.7553851646023426
PR35424,SP,1,840061,1603534,1.9088299185086008
PR35425,SP,1,840058,1603532,1.9088345361765091
PR35178,SP,1,814406,1590212,1.9526028826219202
PR35052,SP,1,844480,1573679,1.863488331809556
PR35363,SP,1,580278,1557570,2.684178083629447
PR35364,SP,1,580282,1557570,2.68415747777045
PR38407,SP,1,572356,1531726,2.6761756466057207
PR38408,SP,1,572360,1531714,2.676137021498581
PR38409,SP,1,572354,1531713,2.67616373633322
PR35876,SP,1,622679,1520932,2.442561256567104
PR35877,SP,1,622686,1520928,2.4425281802888397
PR36983,SP,1,815824,1518417,1.861205212546082
PR36982,SP,1,815813,1518415,1.8612288283231044
PR35978,SP,1,762781,1514202,1.9851072531424405
PR35977,SP,1,762792,1514198,1.9850711257884595
PR37862,SP,1,725776,1491154,2.0545624121725665
PR37861,SP,1,725767,1491144,2.054575359683989
PR35161,SP,1,661313,1462443,2.211422746917306
PR35162,SP,1,661307,1462443,2.2114428909425716
PR35163,SP,1,661301,1462438,2.211456720871275
PR35164,SP,1,661307,1462431,2.21142511757733
PR37858,SP,1,791656,1461556,1.8462004912837453
PR37857,SP,1,791647,1461551,1.8462145404191086
PR37386,SP,1,698494,1449887,2.0757318127755813
PR35360,SP,1,535783,1433680,2.6758594859590925
PR35359,SP,1,535795,1433678,2.6757951691414177
PR35156,SP,1,752287,1424813,1.8939733402852819
PR35155,SP,1,752299,1424812,1.89394436073293
PR35196,SP,1,749675,1418739,1.8924714435763976
PR34968,SP,1,722559,1414086,1.9570532286847298
PR38410,SP,1,722560,1414084,1.9570465672205872
PR35362,SP,1,530464,1401206,2.6414696717356705
PR35361,SP,1,530463,1401188,2.64144224920027
PR35902,SP,1,822885,1394839,1.6950597472748417
PR35829,SP,1,612810,1367317,2.231224127397316
PR35830,SP,1,612808,1367308,2.2312176344416876
PR35827,SP,1,612814,1367307,2.231193404957861
PR35828,SP,1,612822,1367301,2.2311549128954704
PR35895,SP,1,745240,1360374,1.8254183216145135
PR35185,SP,1,650137,1357535,2.0880740179059263
PR35188,SP,1,650131,1357524,2.088077041916826
PR35186,SP,1,650130,1357522,2.088076808798132
PR35187,SP,1,650141,1357520,2.088038330235111
PR35914,SP,1,794312,1348114,1.6972090424490134
PR35915,SP,1,794315,1348112,1.6972007596477723
PR34951,SP,1,651729,1336419,2.0505755158826013
PR36641,SP,1,722351,1328194,1.8387099038305623
PR36640,SP,1,722340,1328192,1.8387332530960654
PR38370,SP,1,636486,1313588,2.06381142947891
PR38369,SP,1,636484,1313584,2.0638114812281687
PR35365,SP,1,577461,1311736,2.2715572580957843
PR35366,SP,1,577460,1311735,2.271558874947234
PR35369,SP,1,800653,1293825,1.6159610376376075
PR35370,SP,1,800638,1293821,1.6159864907820445
PR36009,SP,1,738981,1285552,1.7396282923281206
PR36010,SP,1,738989,1285544,1.739597250845956
PR36989,SP,1,655585,1242834,1.8957622000565635
PR36990,SP,1,655579,1242816,1.8957520767072973
PR38093,SP,1,699569,1242471,1.7760519403945494
PR38094,SP,1,699572,1242459,1.776026649533536
PR35170,SP,1,662225,1233985,1.8633934902762586
PR35169,SP,1,662219,1233982,1.863405843229845
PR35152,SP,1,661665,1232799,1.8631761585378812
PR35154,SP,1,661667,1232795,1.8631663833443954
PR35153,SP,1,661679,1232786,1.863118257456062
PR35831,SP,1,572091,1225528,2.1421884041106893
PR36491,SP,1,748313,1224163,1.6358960456262137
PR36490,SP,1,748306,1224157,1.6359036388277217
PR35206,SP,1,644871,1214869,1.8838935345664962
PR35205,SP,1,644864,1214859,1.8838975044309667
PR34965,SP,1,715069,1213844,1.697519038105691
PR34966,SP,1,715065,1213829,1.697506452307132
PR35395,SP,1,528129,1212135,2.295147942725701
PR35394,SP,1,528130,1212133,2.2951422442148677
PR35396,SP,1,528134,1212121,2.2951014341293483
PR36674,SP,1,627318,1205108,1.9210473018776024
PR36675,SP,1,627321,1205096,1.9210196765035767
PR37777,SP,1,496017,1197525,2.414280627196331
PR37776,SP,1,496014,1197524,2.414293442173202
PR35179,SP,1,648687,1190185,1.834759917113829
PR38387,SP,1,689722,1189763,1.7249898238007868
PR38386,SP,1,689714,1189762,1.7250088946276274
PR34956,SP,1,617102,1177051,1.9073834078609053
PR34957,SP,1,617108,1177043,1.9073531690657626
PR37838,SP,1,633056,1176402,1.8582915728143956
PR37839,SP,1,633043,1176399,1.858322674247229
PR36682,SP,1,481670,1172129,2.4334692665781206
PR36335,SP,1,635452,1171888,1.8441784315812004
PR36680,SP,1,530798,1166674,2.1979594530018294
PR37418,SP,1,690330,1161410,1.6823982122419727
PR37419,SP,1,690338,1161397,1.6823597284699832
PR37417,SP,1,690334,1161397,1.682369880460483
PR35841,SP,1,607175,1146504,1.88825896320485
PR35842,SP,1,607183,1146501,1.8882283692811923
PR36994,SP,1,692474,1145317,1.6539483786615736
PR36995,SP,1,692490,1145307,1.6538960017989564
PR37421,SP,1,481597,1093239,2.270025285624777
PR37420,SP,1,481607,1093236,2.2699755549786444
PR36978,SP,1,687588,1090694,1.5862604901371857
PR36977,SP,1,687595,1090693,1.5862436468249186
PR34971,SP,1,524080,1082558,2.0656335203961347
PR38368,SP,1,524082,1082549,2.065608082111599
PR36683,SP,1,443532,1056962,2.383053966940846
PR36684,SP,1,443539,1056957,2.3830077457649455
PR37775,SP,1,547679,1043975,1.9061811173071537
PR37774,SP,1,547665,1043970,1.906218234501943
PR38139,SP,1,613140,1042284,1.6999107105447298
PR35147,SP,1,577013,1037794,1.7985605408922865
PR35146,SP,1,577019,1037781,1.798520421579316
PR36966,SP,1,587496,1030265,1.7536555524862203
PR36967,SP,1,587496,1030250,1.7536281559320834
PR35180,SP,1,572159,1004236,1.7551683606081498
PR37392,SP,1,483970,994955,2.0558171645217302
PR37391,SP,1,483969,994953,2.0558174715822655
PR38011,SP,1,449270,991402,2.2066909557960726
PR37382,SP,1,629241,989807,1.5730175308961076
PR37381,SP,1,629223,989804,1.5730561189305525
PR38085,SP,1,534826,988531,1.848321308590576
PR38084,SP,1,534817,988521,1.8483343133565167
PR37423,SP,1,454890,982221,2.1592451843346274
PR37422,SP,1,454890,982220,2.1592440812538944
PR37424,SP,1,454883,982204,2.159242294405736
PR38041,SP,1,531782,978969,1.8409184671709213
PR38037,SP,1,531793,978968,1.8408823281084317
PR38040,SP,1,531798,978966,1.8408594852522882
PR38042,SP,1,531795,978965,1.8408676613635817
PR38039,SP,1,531796,978959,1.8408535202799898
PR38038,SP,1,531790,978957,1.840871602601974
PR38012,SP,1,444281,978563,2.2025760022166128
PR38013,SP,1,444288,978562,2.202539147537654
PR35839,SP,1,495263,972523,1.963647444602589
PR35840,SP,1,495264,972516,1.9636306352020334
PR38051,SP,1,527672,969450,1.8372224725039439
PR38055,SP,1,527664,969450,1.837248244879218
PR38056,SP,1,527661,969450,1.8372574784400277
PR38052,SP,1,527670,969441,1.8372106712208225
PR38054,SP,1,527656,969440,1.837255657354094
PR38053,SP,1,527664,969437,1.8372236177111854
PR38057,SP,1,526891,966399,1.8341520943005227
PR35855,SP,1,501182,963261,1.9219775225873925
PR35854,SP,1,501176,963255,1.921988249167828
PR36753,SP,1,552042,960586,1.7400602084340426
PR36752,SP,1,552031,960586,1.7400925526559436
PR35427,SP,1,435918,958519,2.1988531743786894
PR35426,SP,1,435927,958515,2.1987968127519286
PR35869,SP,1,548485,957901,1.746449065664887
PR35868,SP,1,548474,957898,1.746477244137656
PR37765,SP,1,578638,957443,1.6546507739466172
PR37764,SP,1,578639,957438,1.6546369311918203
PR37898,SP,1,597978,956460,1.5994913760304703
PR38086,SP,1,518711,952960,1.8371664851754426
PR37753,SP,1,582259,949848,1.631315957209636
PR37752,SP,1,582258,949842,1.6313083593142195
PR36600,SP,1,464630,946340,2.036759471963148
PR36601,SP,1,464638,946337,2.036717174800919
PR38033,SP,1,511917,945577,1.8471285078103146
PR38030,SP,1,511911,945568,1.8471320631781576
PR38032,SP,1,511914,945566,1.8471185761605282
PR38031,SP,1,511921,945566,1.8470918609910418
PR37055,SP,1,521621,944469,1.8106404549333792
PR37054,SP,1,521606,944463,1.8106806568709495
PR38048,SP,1,512993,936993,1.8265203614876493
PR38047,SP,1,512995,936988,1.82650475251899
PR38049,SP,1,512980,936979,1.826539703570833
PR37856,SP,1,492238,936827,1.9031991323711905
PR37855,SP,1,492246,936824,1.903163053302127
PR35843,SP,1,474960,936107,1.970915352018044
PR35846,SP,1,474965,936103,1.970887453210828
PR35844,SP,1,474970,936098,1.9708550046682876
PR35845,SP,1,474961,936087,1.9708699947896864
PR38371,SP,1,541437,934220,1.7254449425301919
PR38372,SP,1,541450,934209,1.7253825465822907
PR35838,SP,1,470979,928184,1.9707529483664934
PR35837,SP,1,470983,928178,1.9707236121678533
PR34955,SP,1,528835,923288,1.74588927007021
PR35968,SP,1,528832,923277,1.7458778614969328
PR38034,SP,1,497849,913783,1.8354622837935441
PR36754,SP,1,469673,907420,1.9320246424835095
PR37405,SP,1,521248,896327,1.719579757868456
PR37406,SP,1,521255,896319,1.7195397404831172
PR37393,SP,1,521244,896317,1.719573531235173
PR37394,SP,1,521260,896316,1.7195166058631268
PR37998,SP,1,422957,896109,2.118674088434676
PR37997,SP,1,422947,896096,2.118694455890568
PR38000,SP,1,422581,895062,2.118081565986058
PR37999,SP,1,422585,895050,2.1180337067497765
PR38005,SP,1,419929,892118,2.124446633804672
PR38006,SP,1,419924,892116,2.124470014557625
PR37996,SP,1,419559,891180,2.1240838344359054
PR35338,SP,1,565558,889260,1.572357771475769
PR35339,SP,1,565553,889258,1.5723677165731913
PR35388,SP,1,429065,886370,2.065814892423533
PR35387,SP,1,429069,886359,2.0657722279644988
PR35386,SP,1,429069,886358,2.0657680632158657
PR35389,SP,1,429070,886353,2.0657526183274193
PR35067,SP,1,528447,875739,1.657193532275993
PR35871,SP,1,514440,868655,1.688544587074585
PR35872,SP,1,514450,868639,1.6884824276827792
PR34835,SP,1,432294,861419,1.9926671742990376
PR34836,SP,1,432291,861410,1.992662472412416
PR36526,SP,1,506463,850895,1.6800736226854351
PR36525,SP,1,506475,850883,1.6800098705651265
PR35880,SP,1,460207,849037,1.8449021968457493
PR37961,SP,1,479043,827892,1.728220369474604
PR37380,SP,1,435967,814250,1.8676862903753555
PR36658,SP,1,439136,799161,1.8198480016687297
PR36659,SP,1,439142,799154,1.8198052055625715
PR35989,SP,1,438470,798953,1.8221381602609181
PR35990,SP,1,438483,798943,1.8220604540158605
PR36657,SP,1,438690,798781,1.8208311429146256
PR36656,SP,1,438704,798777,1.8207629244605659
PR34964,SP,1,419355,798595,1.9043389885152417
PR35525,SP,1,415811,797970,1.919067874097993
PR35526,SP,1,415812,797964,1.9190464210499303
PR36522,SP,1,475957,797694,1.6759778415500477
PR36523,SP,1,475951,797685,1.6759820441319455
PR36521,SP,1,475961,797685,1.6759475375591635
PR36524,SP,1,475950,797679,1.6759719132758721
PR35134,SP,1,508524,797590,1.5684393832668075
PR35870,SP,1,469497,792505,1.6879875957598243
PR35530,SP,1,484360,791296,1.6336956003574448
PR38029,SP,1,399619,789504,1.9756381440559252
PR38028,SP,1,399633,789497,1.9755529394378197
PR36518,SP,1,420724,784776,1.8652983132792431
PR36517,SP,1,420725,784771,1.8652815292668359
PR36993,SP,1,433472,784102,1.8088850920598645
PR35177,SP,1,495065,780553,1.5766673105542823
PR38026,SP,1,394637,778464,1.9726061421907408
PR38027,SP,1,394638,778463,1.9725978623699862
PR35439,SP,1,465183,777800,1.6720288519274158
PR35440,SP,1,465182,777794,1.6720184469377528
PR35438,SP,1,465176,777793,1.6720383356905724
PR35437,SP,1,465182,777785,1.672001928705815
PR35390,SP,1,423532,765793,1.808110725541645
PR35391,SP,1,423530,765785,1.8081010124730872
PR38018,SP,1,388505,765060,1.9692404627867321
PR38017,SP,1,388505,765051,1.9692169046590442
PR38019,SP,1,388517,765046,1.9691453838482273
PR38016,SP,1,388506,765045,1.9691984347329514
PR37962,SP,1,457911,763833,1.66807896880957
PR38079,SP,1,386082,762355,1.9745932762219844
PR38080,SP,1,386082,762350,1.9745777403097176
PR38021,SP,1,387118,761513,1.9671350558353926
PR38020,SP,1,387133,761506,1.9670410220196641
PR38081,SP,1,385301,760247,1.9731228450483602
PR36325,SP,1,462060,757247,1.638848253910789
PR37950,SP,1,462062,757217,1.6387780872936268
PR34976,SP,1,401794,755259,1.8797128455624652
PR34977,SP,1,401794,755255,1.879702799664217
PR34975,SP,1,401794,755254,1.879704111452189
PR34974,SP,1,401799,755254,1.8796801159504142
PR35436,SP,1,453273,748496,1.6513121556773303
PR35433,SP,1,453274,748490,1.6512965728601616
PR35435,SP,1,453284,748485,1.6512502854997748
PR35434,SP,1,453281,748484,1.6512572778700114
PR35227,SP,1,395923,741625,1.8731552351027376
PR35229,SP,1,395910,741620,1.8732019103511435
PR35228,SP,1,395915,741613,1.873160492896672
PR35226,SP,1,395925,741610,1.8731071993847728
PR35184,SP,1,393283,738964,1.8789610177345
PR35183,SP,1,393279,738962,1.8789761303517176
PR36632,SP,1,432102,730157,1.689778034383554
PR36633,SP,1,432100,730150,1.689770436113458
PR38089,SP,1,453176,727881,1.606176586008773
PR35413,SP,1,454324,727385,1.6010246151695204
PR35417,SP,1,454327,727376,1.6009970564175808
PR35415,SP,1,454320,727376,1.601019724545697
PR35416,SP,1,454326,727376,1.6009995725978194
PR35414,SP,1,454326,727373,1.6009944178861837
PR35412,SP,1,454317,727370,1.601018882976768
PR36529,SP,1,403546,723919,1.7938939371167806
PR37389,SP,1,444359,703085,1.5822462830354622
PR38025,SP,1,359737,697923,1.9400925964482862
PR38023,SP,1,359725,697920,1.9401501774090284
PR38022,SP,1,359741,697920,1.9400610832937655
PR38024,SP,1,359729,697918,1.9401201063810656
PR36628,SP,1,373272,696723,1.866529680004426
PR36629,SP,1,373261,696723,1.8665800108026025
PR36591,SP,1,425213,692028,1.6274830560579954
PR36592,SP,1,425215,692020,1.627458098815868
PR38014,SP,1,355230,688747,1.9388756636679365
PR37959,SP,1,421028,681204,1.617952965179317
PR35964,SP,1,315408,676116,2.1436193966145187
PR35040,SP,1,307149,664376,2.1630417474077843
PR35408,SP,1,397578,661417,1.6636173622239252
PR35407,SP,1,397582,661411,1.6635833073072943
PR36634,SP,1,309440,660351,2.134019616080662
PR36635,SP,1,309451,660335,2.133894861096107
PR35513,SP,1,336043,655342,1.950171738116268
PR37890,SP,1,347976,649900,1.8676550588548229
PR37891,SP,1,347986,649899,1.867599333410712
PR37889,SP,1,347271,648039,1.8660910473480696
PR37888,SP,1,347262,648036,1.866125478290312
PR36673,SP,1,417511,641108,1.5355477820862709
PR36672,SP,1,417512,641105,1.5355346813665376
PR35850,SP,1,420914,640434,1.5215333702022935
PR35851,SP,1,420911,640418,1.5215048406400513
PR36001,SP,1,391045,633398,1.6197554727389212
PR36002,SP,1,391038,633393,1.6197714741759968
PR35140,SP,1,396738,627687,1.5821185698182982
PR35141,SP,1,396745,627679,1.5820712834459763
PR38382,SP,1,370632,621356,1.6764758098298806
PR38364,SP,1,378269,620640,1.6407370101058125
PR38365,SP,1,378282,620633,1.640658601256927
PR35879,SP,1,330781,619565,1.8730356333356561
PR35878,SP,1,330782,619553,1.8729947053112828
PR35884,SP,1,389730,616181,1.5810480273668372
PR35991,SP,1,389742,616180,1.5809913316684063
PR35885,SP,1,389738,616174,1.5809925807521894
PR35883,SP,1,389742,616174,1.5809770834618906
PR35992,SP,1,389739,616171,1.5809842041655213
PR35886,SP,1,389734,616170,1.580998683745939
PR37416,SP,1,366988,615209,1.676372087849787
PR37414,SP,1,366992,615200,1.676332453323305
PR37415,SP,1,366988,615197,1.6763417822060278
PR34830,SP,1,389154,615108,1.5806271578485263
PR35925,SP,1,389152,615104,1.5806278830308254
PR34829,SP,1,389142,615104,1.5806665408172322
PR34825,SP,1,389152,615101,1.5806196343484034
PR34832,SP,1,389148,615101,1.5806336995488897
PR34826,SP,1,389148,615097,1.580622385349844
PR34827,SP,1,389156,615096,1.5805895944776787
PR34828,SP,1,389150,615094,1.58060614831838
PR34831,SP,1,389152,615091,1.5805925697090386
PR36599,SP,1,388691,614412,1.580719914945455
PR36598,SP,1,388686,614406,1.5807255353794263
PR38383,SP,1,360300,600641,1.6670606623890833
PR38102,SP,1,368004,599538,1.6291622337476908
PR35054,SP,1,354567,592439,1.6708792478718777
PR36664,SP,1,325560,582977,1.79068671229155
PR36665,SP,1,325566,582972,1.7906429654333262
PR37886,SP,1,317663,581121,1.82936127255537
PR37887,SP,1,317668,581107,1.8292874805024735
PR34967,SP,1,361333,579460,1.6036720662512884
PR37892,SP,1,311268,579380,1.8613565935441554
PR37893,SP,1,311270,579376,1.8613247575689595
PR35852,SP,1,352265,578708,1.642816112567697
PR35853,SP,1,352267,578705,1.642802399519047
PR36748,SP,1,321967,578352,1.796305987864491
PR37990,SP,1,298718,577225,1.9323375361711417
PR35865,SP,1,320414,576131,1.7980849907613308
PR35864,SP,1,320407,576119,1.798083559755872
PR37994,SP,1,297982,575868,1.9325605626535158
PR37992,SP,1,297976,575858,1.9325612779085408
PR37993,SP,1,297980,575858,1.9325352619136433
PR35867,SP,1,319696,574244,1.796219518573126
PR35866,SP,1,319693,574230,1.7961890755634864
PR35873,SP,1,351352,571505,1.626585795989119
PR37981,SP,1,341192,570628,1.672450356513971
PR37982,SP,1,341198,570620,1.6724020909369288
PR37978,SP,1,341189,570615,1.672428135416312
PR37980,SP,1,341203,570612,1.6723536161403771
PR37983,SP,1,341196,570612,1.6723872637313322
PR37979,SP,1,341201,570609,1.6723528477178016
PR35536,SP,1,317956,565534,1.7786546551299118
PR35377,SP,1,353991,564636,1.5950582980264492
PR35376,SP,1,354004,564636,1.594997628843835
PR36686,SP,1,260632,564569,2.166147142706466
PR36685,SP,1,260634,564560,2.1661012516684286
PR36334,SP,1,327047,560849,1.7148881568165084
PR36333,SP,1,327029,560842,1.7149603803350841
PR35432,SP,1,327043,560838,1.7148735996639959
PR35918,SP,1,312755,560377,1.791746501488241
PR35384,SP,1,255218,554856,2.1740442830560047
PR35385,SP,1,255225,554847,2.173953495406467
PR38078,SP,1,322888,554603,1.7176305756447672
PR36687,SP,1,293281,553938,1.8887618624686549
PR35912,SP,1,255932,553670,2.1633405482435712
PR35913,SP,1,255925,553664,2.1633859879131085
PR37948,SP,1,313242,553074,1.7656408024342007
PR37949,SP,1,313253,553069,1.765564774744045
PR35994,SP,1,304197,548170,1.8020218638856138
PR35995,SP,1,304185,548161,1.8020619439232806
PR35542,SP,1,352942,546829,1.549345652323833
PR35543,SP,1,352951,546823,1.5492910347328666
PR37877,SP,1,254292,544011,2.139316908006437
PR37876,SP,1,254294,544005,2.139275384163879
PR35410,SP,1,339578,539406,1.5884555339673851
PR35409,SP,1,339573,539397,1.588455326144945
PR35515,SP,1,308957,529041,1.7123450375071587
PR35516,SP,1,308955,529035,1.7123340114776917
PR37781,SP,1,262999,527275,2.0048504237837537
PR37780,SP,1,263000,527274,2.004843419659146
PR37407,SP,1,307286,522952,1.7018419939233813
PR37395,SP,1,307286,522949,1.701832691114806
PR37396,SP,1,307286,522946,1.7018237624020787
PR37408,SP,1,307284,522937,1.7018041661348573
PR37852,SP,1,295695,522802,1.7680453567082155
PR37851,SP,1,295687,522795,1.7680709228267468
PR36636,SP,1,299129,522117,1.7454600876036408
PR36637,SP,1,299133,522114,1.7454235006518493
PR35215,SP,1,297241,521789,1.7554373330504658
